Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
Crust_bin.107	83.44	5.03	Gradient Boost (General Model)	11	0.879	6392	277.8424899193548	3753570	0.65	3968	711	26976	None
Crust_bin.111	96.6	0.24	Gradient Boost (General Model)	11	0.914	78182	286.3558823529412	638291	0.41	680	11	133780	None
Crust_bin.116	90.11	2.32	Neural Network (Specific Model)	11	0.826	8344	271.7931034482759	6057643	0.53	6148	1032	78706	None
Crust_bin.117	42.01	1.49	Gradient Boost (General Model)	11	0.896	2113	239.3818493150685	1869537	0.68	2336	937	9342	None
Crust_bin.118	58.66	1.3	Gradient Boost (General Model)	11	0.928	3121	244.11831153388823	1324232	0.66	1682	448	12398	None
Crust_bin.124	69.86	10.97	Gradient Boost (General Model)	11	0.93	1745	211.21930592009332	2331445	0.71	3429	1347	7757	None
Crust_bin.129	95.49	0.83	Gradient Boost (General Model)	11	0.913	22061	263.30429292929296	684073	0.53	792	46	85806	None
Crust_bin.140	48.17	6.06	Gradient Boost (General Model)	11	0.866	1487	220.171681742662	4125485	0.41	5417	2727	5915	None
Crust_bin.142	88.0	0.35	Neural Network (Specific Model)	11	0.9	7579	307.8279730740464	4109030	0.5	4011	685	27449	None
Crust_bin.148	99.36	0.26	Gradient Boost (General Model)	11	0.888	183241	320.5156862745098	5514408	0.42	5100	55	462377	None
Crust_bin.15	94.92	3.24	Gradient Boost (General Model)	11	0.909	7918	272.4922279792746	3460717	0.73	3860	629	78262	None
Crust_bin.153	57.38	8.28	Gradient Boost (General Model)	11	0.952	3353	239.9440267335004	1803517	0.73	2394	583	15125	None
Crust_bin.154	84.64	2.79	Gradient Boost (General Model)	11	0.915	6356	274.3714184648037	2536220	0.76	2827	502	37392	None
Crust_bin.160	83.56	5.57	Gradient Boost (General Model)	11	0.875	3145	225.53599266391564	3364284	0.66	4362	1251	20245	None
Crust_bin.163	78.82	3.19	Gradient Boost (General Model)	11	0.949	5168	256.8268251273345	3333396	0.73	4123	803	25535	None
Crust_bin.17	81.76	0.9	Gradient Boost (General Model)	11	0.885	6426	305.9047619047619	5329746	0.6	5145	1068	27195	None
Crust_bin.176	81.29	5.06	Gradient Boost (General Model)	11	0.952	4437	286.505	3422806	0.68	3800	877	47659	None
Crust_bin.179	100.0	0.82	Gradient Boost (General Model)	11	0.915	17977	322.51606482797837	3709426	0.62	3517	298	93848	None
Crust_bin.19	85.68	2.33	Gradient Boost (General Model)	11	0.899	5540	291.2633510735915	5282924	0.57	5449	1131	28659	None
Crust_bin.190	69.03	5.93	Gradient Boost (General Model)	11	0.93	2234	243.9728288048008	4707827	0.63	5999	2276	8081	None
Crust_bin.198	80.0	2.94	Gradient Boost (General Model)	11	0.936	7875	279.8299418604651	2461168	0.71	2752	412	35184	None
Crust_bin.199	97.02	0.36	Gradient Boost (General Model)	11	0.917	110807	317.3755400465271	3117841	0.63	3009	51	340195	None
Crust_bin.2	99.99	2.0	Neural Network (Specific Model)	11	0.819	68738	329.7458577619169	9466159	0.46	7846	227	357208	None
Crust_bin.203	96.1	0.38	Gradient Boost (General Model)	11	0.9	48960	334.8641370869033	3643646	0.54	3268	120	199011	None
Crust_bin.206	55.95	1.69	Gradient Boost (General Model)	11	0.946	4439	253.70857307249713	2787495	0.74	3476	724	23390	None
Crust_bin.208	75.27	3.89	Gradient Boost (General Model)	11	0.929	3551	279.42622566267886	3835713	0.65	4263	1237	15461	None
Crust_bin.210	93.89	1.99	Neural Network (Specific Model)	11	0.891	14451	345.5833333333333	4684683	0.63	4032	469	47620	None
Crust_bin.211	89.43	1.6	Gradient Boost (General Model)	11	0.896	7499	297.59783469764983	3767386	0.58	3787	618	28814	None
Crust_bin.213	96.37	3.91	Gradient Boost (General Model)	11	0.888	35884	317.1968197879859	3025998	0.66	2830	133	127566	None
Crust_bin.216	68.91	6.28	Gradient Boost (General Model)	11	0.907	5165	302.08923838133944	5645287	0.71	5659	1338	27978	None
Crust_bin.224	81.47	1.1	Gradient Boost (General Model)	11	0.935	46048	316.794882914137	2338451	0.7	2306	85	215533	None
Crust_bin.226	93.45	5.14	Gradient Boost (General Model)	11	0.895	6565	264.7503362474781	5263722	0.75	5948	1147	35528	None
Crust_bin.229	52.09	2.66	Neural Network (Specific Model)	11	0.914	3212	233.48031173092699	1863690	0.68	2438	684	11825	None
Crust_bin.23	53.92	1.52	Gradient Boost (General Model)	11	0.919	2017	240.46080566140446	2877329	0.68	3674	1504	8290	None
Crust_bin.232	84.77	2.45	Gradient Boost (General Model)	11	0.951	12152	286.9444009397024	2304426	0.72	2554	252	38240	None
Crust_bin.233	80.89	4.87	Gradient Boost (General Model)	11	0.858	4222	258.54595185995623	4949114	0.73	5484	1349	21729	None
Crust_bin.24	100.0	0.62	Gradient Boost (General Model)	11	0.912	14765	286.4362230811706	3405257	0.66	3622	347	56253	None
Crust_bin.240	78.9	0.95	Gradient Boost (General Model)	11	0.87	3056	267.164886039886	5163414	0.61	5616	1929	21495	None
Crust_bin.241	72.77	2.09	Gradient Boost (General Model)	11	0.883	3973	236.98097179748555	2365564	0.67	2943	677	18366	None
Crust_bin.25	96.47	0.76	Gradient Boost (General Model)	11	0.939	64363	340.4532531437944	3969468	0.63	3658	143	308087	None
Crust_bin.253	46.63	2.4	Neural Network (Specific Model)	11	0.896	4699	250.42234585071859	1804659	0.68	2157	440	18051	None
Crust_bin.254	61.46	0.5	Neural Network (Specific Model)	11	0.916	2759	231.14424748001392	2172929	0.66	2877	892	11115	None
Crust_bin.26	63.58	0.48	Gradient Boost (General Model)	11	0.924	3425	255.46797247220752	1562506	0.7	1889	489	14553	None
Crust_bin.263	99.97	0.91	Neural Network (Specific Model)	11	0.835	90331	333.0834094368341	7849022	0.48	6570	139	373531	None
Crust_bin.268	72.89	9.78	Gradient Boost (General Model)	11	0.914	10361	283.673129354741	3067597	0.69	3301	444	44629	None
Crust_bin.278	89.24	0.86	Gradient Boost (General Model)	11	0.867	21662	343.19045454545454	5219663	0.68	4400	387	95366	None
Crust_bin.28	55.13	1.89	Gradient Boost (General Model)	11	0.916	2439	271.5040082751487	3433422	0.72	3867	1408	12717	None
Crust_bin.289	80.72	3.39	Gradient Boost (General Model)	11	0.927	3364	261.2149394744612	2857018	0.74	3387	908	15245	None
Crust_bin.298	91.41	2.94	Gradient Boost (General Model)	11	0.954	39572	295.9219494320264	2530602	0.72	2729	104	137225	None
Crust_bin.301	76.7	2.79	Gradient Boost (General Model)	11	0.9	3168	229.9105504587156	2668580	0.66	3488	988	15864	None
Crust_bin.309	92.65	10.16	Gradient Boost (General Model)	11	0.895	12152	321.75353502137455	6551106	0.64	6082	736	41659	None
Crust_bin.312	94.21	2.32	Gradient Boost (General Model)	11	0.936	67297	302.5248407643312	1520576	0.4	1570	44	211047	None
Crust_bin.320	100.0	1.84	Gradient Boost (General Model)	11	0.931	34498	358.3035522066738	5346838	0.68	4645	219	133892	None
Crust_bin.328	99.96	0.01	Neural Network (Specific Model)	11	0.913	92668	311.0413817920115	2834191	0.61	2779	44	257514	None
Crust_bin.338	98.36	2.44	Gradient Boost (General Model)	11	0.908	22168	307.1841104662798	5063681	0.67	4997	365	72308	None
Crust_bin.341	74.53	3.08	Neural Network (Specific Model)	11	0.926	13155	291.23710904480134	2226645	0.65	2366	218	72167	None
Crust_bin.349	58.63	2.43	Gradient Boost (General Model)	11	0.925	3468	250.7853386947108	2622456	0.73	3233	827	14577	None
Crust_bin.371	67.65	0.02	Neural Network (Specific Model)	11	0.935	3437	223.18032786885246	566595	0.28	793	177	8990	None
Crust_bin.380	51.75	1.46	Gradient Boost (General Model)	11	0.889	1978	235.5843144701861	4179094	0.56	5266	2222	8457	None
Crust_bin.384	63.9	4.53	Gradient Boost (General Model)	11	0.875	7551	245.7562237310055	5199341	0.5	6186	1089	108117	None
Crust_bin.388	90.52	1.91	Gradient Boost (General Model)	11	0.897	23994	326.4575898313371	4461376	0.58	4091	266	110245	None
Crust_bin.390	89.41	8.28	Gradient Boost (General Model)	11	0.927	32609	300.6625595071409	3464270	0.74	3571	169	95541	None
Crust_bin.397	99.74	3.62	Gradient Boost (General Model)	11	0.937	31425	302.8190596137699	2304088	0.66	2382	121	99242	None
Crust_bin.398	95.54	7.16	Gradient Boost (General Model)	11	0.937	11164	310.4272812208035	3186040	0.64	3211	445	62400	None
Crust_bin.402	90.11	3.35	Gradient Boost (General Model)	11	0.876	11695	284.3699024822695	4386707	0.65	4512	592	61006	None
Crust_bin.410	75.71	1.9	Gradient Boost (General Model)	11	0.883	5083	274.2939684839703	5139865	0.62	5521	1291	37288	None
Crust_bin.413	73.7	2.12	Neural Network (Specific Model)	11	0.912	18388	282.69899923017704	2410690	0.68	2598	220	60923	None
Crust_bin.417	82.17	1.93	Gradient Boost (General Model)	11	0.944	3300	258.1836427496237	3264009	0.73	3986	1063	17560	None
Crust_bin.419	60.06	5.28	Gradient Boost (General Model)	11	0.921	3885	271.67251461988303	3924973	0.74	4446	1131	19501	None
Crust_bin.429	58.99	3.92	Gradient Boost (General Model)	11	0.868	2669	254.35336322869955	2935905	0.61	3345	1188	9789	None
Crust_bin.435	85.29	3.8	Gradient Boost (General Model)	11	0.86	4359	272.63210550250113	4174554	0.7	4398	1098	29261	None
Crust_bin.439	81.7	6.03	Gradient Boost (General Model)	11	0.905	4275	276.8647324054107	4671546	0.63	5101	1293	22626	None
Crust_bin.441	93.12	0.07	Gradient Boost (General Model)	11	0.905	17683	275.1300345224396	791195	0.38	869	64	49784	None
Crust_bin.443	66.57	0.98	Gradient Boost (General Model)	11	0.87	3664	253.03020810024614	3893925	0.62	4469	1132	39697	None
Crust_bin.444	84.23	6.25	Gradient Boost (General Model)	11	0.899	3445	249.04591458899037	3359106	0.72	4051	1158	22877	None
Crust_bin.445	97.55	2.21	Gradient Boost (General Model)	11	0.923	13733	284.374765478424	1966733	0.54	2132	188	57012	None
Crust_bin.449	89.25	0.9	Neural Network (Specific Model)	11	0.924	20893	296.11780636425186	2833892	0.65	2954	184	80234	None
Crust_bin.450	93.84	3.75	Neural Network (Specific Model)	11	0.923	11633	292.843101565344	2608894	0.67	2747	323	63493	None
Crust_bin.453	70.48	7.07	Neural Network (Specific Model)	11	0.914	5019	264.63933333333335	2600032	0.68	3000	607	48063	None
Crust_bin.456	99.85	1.61	Neural Network (Specific Model)	11	0.904	99108	312.63078291814946	4659702	0.68	4496	69	281994	None
Crust_bin.460	53.47	4.74	Gradient Boost (General Model)	11	0.846	2514	249.55448480355818	2384062	0.67	2698	952	13757	None
Crust_bin.463	55.74	3.87	Gradient Boost (General Model)	11	0.896	2999	240.02310993727303	2429441	0.7	3029	864	15933	None
Crust_bin.57	50.37	0.88	Gradient Boost (General Model)	11	0.929	2744	258.91149487317864	3094600	0.72	3706	1154	10072	None
Crust_bin.58	99.98	0.69	Neural Network (Specific Model)	11	0.907	34362	333.59072193247323	4014343	0.7	3643	193	125037	None
Crust_bin.61	95.06	7.93	Gradient Boost (General Model)	11	0.931	14887	291.17244968771683	2698737	0.67	2882	232	110613	None
Crust_bin.64	79.97	2.55	Gradient Boost (General Model)	11	0.877	4162	239.78505828329213	4634664	0.71	5662	1267	21947	None
Crust_bin.65	99.56	0.82	Neural Network (Specific Model)	11	0.914	49131	330.0066334991708	3913765	0.38	3618	144	126302	None
Crust_bin.70	87.38	0.94	Gradient Boost (General Model)	11	0.944	14890	290.93700787401576	1756996	0.71	1905	170	54557	None
Crust_bin.91	94.34	1.89	Neural Network (Specific Model)	11	0.895	201400	303.1367625548513	4158481	0.63	4102	55	552554	None
Moss_bin.1	79.29	0.85	Gradient Boost (General Model)	11	0.916	5407	270.2834757834758	3097707	0.65	3510	671	17028	None
Moss_bin.10	99.21	1.18	Gradient Boost (General Model)	11	0.901	103023	357.8266144083613	6376754	0.59	5358	135	311881	None
Moss_bin.102	84.41	2.11	Gradient Boost (General Model)	11	0.887	7727	298.78094224114983	3791517	0.56	3757	682	38810	None
Moss_bin.104	52.91	1.41	Gradient Boost (General Model)	11	0.879	3378	250.36287156477846	1520334	0.66	1783	477	13084	None
Moss_bin.106	80.07	0.84	Neural Network (Specific Model)	11	0.795	4957	215.6339639243291	1843931	0.41	2273	427	23283	None
Moss_bin.107	94.57	6.1	Neural Network (Specific Model)	11	0.927	22544	300.60291734197733	2995221	0.68	3085	199	75304	None
Moss_bin.117	92.26	0.48	Neural Network (Specific Model)	11	0.931	24869	295.75307002987057	2863142	0.65	3013	158	137557	None
Moss_bin.124	58.38	0.79	Gradient Boost (General Model)	11	0.904	3101	264.67204648160106	4075220	0.63	4647	1391	13502	None
Moss_bin.127	87.97	0.68	Gradient Boost (General Model)	11	0.953	17634	289.40076923076924	2358950	0.72	2600	181	71794	None
Moss_bin.136	98.63	2.39	Gradient Boost (General Model)	11	0.891	21555	345.7326030927835	7212593	0.65	6208	517	96662	None
Moss_bin.137	53.41	0.41	Gradient Boost (General Model)	11	0.893	2288	222.49986290101452	2721256	0.66	3647	1268	7602	None
Moss_bin.138	86.57	0.17	Gradient Boost (General Model)	11	0.923	14836	368.7330665904544	4188204	0.72	3499	361	51566	None
Moss_bin.139	83.58	5.6	Gradient Boost (General Model)	11	0.933	11706	267.1798780487805	561640	0.47	656	85	48202	None
Moss_bin.14	75.48	1.39	Gradient Boost (General Model)	11	0.939	4318	281.0985347985348	2445223	0.76	2730	650	24879	None
Moss_bin.147	70.46	1.99	Gradient Boost (General Model)	11	0.929	4468	261.43435213086525	1955730	0.74	2323	493	18866	None
Moss_bin.150	58.27	5.82	Neural Network (Specific Model)	11	0.904	3286	252.71063115957224	3988222	0.73	4769	1301	23688	None
Moss_bin.151	84.53	4.81	Gradient Boost (General Model)	11	0.92	8001	272.0712794512377	2968539	0.66	3353	538	52358	None
Moss_bin.152	99.61	0.1	Gradient Boost (General Model)	11	0.922	678503	330.3684054534677	3621648	0.38	3374	8	802727	None
Moss_bin.153	88.56	7.05	Gradient Boost (General Model)	11	0.936	33444	292.151126318791	3273172	0.73	3507	150	125151	None
Moss_bin.155	98.57	0.02	Gradient Boost (General Model)	11	0.917	26232	292.3827884884046	3415580	0.61	3579	274	85587	None
Moss_bin.16	97.97	2.36	Gradient Boost (General Model)	11	0.913	24640	301.75924214417745	4285865	0.69	4328	273	94587	None
Moss_bin.162	97.41	2.29	Neural Network (Specific Model)	11	0.91	16457	319.2799364182268	5948094	0.56	5662	524	101620	None
Moss_bin.165	53.74	0.76	Gradient Boost (General Model)	11	0.931	2363	243.84584717607973	2358640	0.65	3010	1073	8447	None
Moss_bin.170	100.0	0.31	Gradient Boost (General Model)	11	0.899	333014	351.5322701688555	6248960	0.39	5330	29	778484	None
Moss_bin.18	45.77	0.19	Neural Network (Specific Model)	11	0.943	3659	254.8334858188472	881396	0.57	1093	258	10680	None
Moss_bin.184	59.55	3.36	Gradient Boost (General Model)	11	0.906	2264	255.83107088989442	2800856	0.61	3315	1316	9835	None
Moss_bin.187	69.09	1.88	Gradient Boost (General Model)	11	0.939	5347	258.371944121071	1414732	0.59	1718	288	23952	None
Moss_bin.188	93.45	4.65	Gradient Boost (General Model)	11	0.853	13639	310.87702909647777	7128411	0.68	6530	750	92735	None
Moss_bin.193	81.88	0.49	Gradient Boost (General Model)	11	0.917	6575	280.6487570168404	2285686	0.69	2494	424	31789	None
Moss_bin.199	94.85	1.28	Neural Network (Specific Model)	11	0.818	45823	324.2664118112312	9002648	0.46	7586	319	185010	None
Moss_bin.209	83.43	1.79	Neural Network (Specific Model)	11	0.844	10953	294.9119638826185	6958276	0.49	6645	1036	114667	None
Moss_bin.214	93.34	6.55	Gradient Boost (General Model)	11	0.894	12623	338.4234192037471	7270569	0.66	6405	915	75905	None
Moss_bin.229	89.64	1.8	Gradient Boost (General Model)	11	0.939	8730	282.49284099472493	2390997	0.72	2654	372	34278	None
Moss_bin.234	80.25	1.38	Gradient Boost (General Model)	11	0.934	5302	265.51596877217884	2396234	0.67	2818	569	29306	None
Moss_bin.236	64.02	1.73	Gradient Boost (General Model)	11	0.933	5162	271.7384222293197	2728037	0.69	3131	618	16021	None
Moss_bin.238	100.0	0.0	Neural Network (Specific Model)	11	0.889	97613	343.9773998657418	5181336	0.47	4469	67	353121	None
Moss_bin.25	79.02	1.61	Neural Network (Specific Model)	11	0.913	6203	268.63033486539723	2683944	0.65	3046	548	21999	None
Moss_bin.27	69.4	3.95	Gradient Boost (General Model)	11	0.887	2253	261.9221088435374	5197986	0.71	5880	2492	12760	None
Moss_bin.270	86.32	2.55	Neural Network (Specific Model)	11	0.908	13593	285.271941315169	3591983	0.66	3817	386	74591	None
Moss_bin.271	97.69	6.66	Gradient Boost (General Model)	11	0.92	59824	317.47366426676774	5450819	0.7	5278	166	184226	None
Moss_bin.273	92.03	0.18	Gradient Boost (General Model)	11	0.926	14910	298.95589248793937	2803134	0.68	2902	238	68639	None
Moss_bin.279	93.31	4.07	Gradient Boost (General Model)	11	0.948	12135	288.1057425742574	2294748	0.72	2525	299	51061	None
Moss_bin.291	66.56	3.55	Neural Network (Specific Model)	11	0.909	3447	247.76259831051559	2802965	0.62	3433	871	15376	None
Moss_bin.292	80.49	1.23	Gradient Boost (General Model)	11	0.928	6982	287.8655311519498	2071073	0.69	2231	335	30122	None
Moss_bin.293	62.78	7.99	Gradient Boost (General Model)	11	0.831	1974	218.9465190246201	6700520	0.51	8489	3550	8704	None
Moss_bin.301	99.85	0.6	Neural Network (Specific Model)	11	0.811	59714	310.3620999640417	6374965	0.42	5562	175	292344	None
Moss_bin.304	59.36	2.65	Gradient Boost (General Model)	11	0.934	4615	261.3578343492291	2334692	0.71	2789	600	18191	None
Moss_bin.308	68.41	6.8	Gradient Boost (General Model)	11	0.876	1931	222.78595583847226	3828035	0.64	5027	2046	10913	None
Moss_bin.312	100.0	1.17	Gradient Boost (General Model)	11	0.916	330326	304.37333333333333	1417633	0.41	1425	13	466134	None
Moss_bin.321	100.0	2.43	Gradient Boost (General Model)	11	0.906	130046	300.7193390737724	4271104	0.64	4297	63	409104	None
Moss_bin.322	94.48	1.61	Gradient Boost (General Model)	11	0.883	15170	310.9798759476223	7646759	0.63	7255	732	121197	None
Moss_bin.324	88.4	4.94	Neural Network (Specific Model)	11	0.922	9453	271.0495356037152	1989695	0.65	2261	319	42048	None
Moss_bin.325	99.98	0.39	Neural Network (Specific Model)	11	0.811	38597	323.09965200885796	7547573	0.5	6322	302	157908	None
Moss_bin.341	57.6	3.63	Gradient Boost (General Model)	11	0.933	2600	238.68427030096535	2692434	0.73	3522	1045	15941	None
Moss_bin.344	53.68	2.97	Gradient Boost (General Model)	11	0.89	2196	237.86848559166157	2610101	0.71	3262	1151	12201	None
Moss_bin.4	85.05	0.55	Gradient Boost (General Model)	11	0.936	4626	232.09346846846847	658778	0.28	888	162	14677	None
Moss_bin.51	88.18	3.76	Neural Network (Specific Model)	11	0.809	6435	266.0933897563111	6750947	0.41	6853	1312	25291	None
Moss_bin.82	62.62	1.64	Gradient Boost (General Model)	11	0.893	3728	280.4151742103549	2889019	0.63	3071	839	34643	None
Moss_bin.87	93.88	0.25	Gradient Boost (General Model)	11	0.915	55926	303.71395528141863	2575384	0.4	2594	77	155891	None
Moss_bin.92	75.99	6.26	Gradient Boost (General Model)	11	0.883	2873	249.38394160583942	5212068	0.7	6165	2065	13726	None
Moss_bin.94	79.24	8.43	Gradient Boost (General Model)	11	0.823	3479	249.31204151010914	5070496	0.62	5589	1691	20779	None
Bare_bin.1	52.77	3.28	Gradient Boost (General Model)	11	0.882	3541	265.96984924623115	3232200	0.58	3582	1004	10995	None
Bare_bin.101	74.99	7.78	Gradient Boost (General Model)	11	0.952	6332	260.4900849858357	2310285	0.73	2824	463	27541	None
Bare_bin.117	83.36	9.94	Gradient Boost (General Model)	11	0.884	12981	302.4238336143901	7284189	0.71	7116	761	63407	None
Bare_bin.13	97.12	1.63	Gradient Boost (General Model)	11	0.937	24855	312.99111111111114	2700633	0.73	2700	171	123201	None
Bare_bin.134	100.0	0.02	Gradient Boost (General Model)	11	0.892	170247	346.79615705931496	4180293	0.43	3591	30	701398	None
Bare_bin.136	87.39	2.19	Gradient Boost (General Model)	11	0.93	17639	313.7961123110151	2338968	0.73	2315	188	63319	None
Bare_bin.138	77.06	6.66	Gradient Boost (General Model)	11	0.852	4076	220.71031513016246	3960431	0.67	5109	1115	20850	None
Bare_bin.144	82.34	4.31	Neural Network (Specific Model)	11	0.925	8952	279.1368846931895	2677420	0.7	2966	423	47197	None
Bare_bin.160	82.53	7.39	Gradient Boost (General Model)	11	0.896	14643	333.4354075691412	6128879	0.71	5496	598	62310	None
Bare_bin.165	98.58	0.11	Gradient Boost (General Model)	11	0.89	98286	335.1952835188129	4257040	0.55	3774	113	220098	None
Bare_bin.175	80.51	4.71	Gradient Boost (General Model)	11	0.932	4771	297.1507468553459	4854865	0.69	5088	1175	25933	None
Bare_bin.194	86.73	1.99	Gradient Boost (General Model)	11	0.963	5600	302.22977667493797	1891072	0.65	2015	424	20952	None
Bare_bin.195	100.0	4.04	Gradient Boost (General Model)	11	0.889	58682	322.60548722800377	4590100	0.58	4228	122	274875	None
Bare_bin.198	95.89	4.4	Gradient Boost (General Model)	11	0.894	10748	266.09615384615387	3104145	0.71	3484	406	48021	None
Bare_bin.2	95.82	4.26	Gradient Boost (General Model)	11	0.903	9181	278.1870701513067	3352185	0.63	3635	453	32279	None
Bare_bin.203	96.96	2.27	Gradient Boost (General Model)	11	0.924	59861	309.9596036585366	3952784	0.71	3936	106	249962	None
Bare_bin.204	77.67	2.87	Neural Network (Specific Model)	11	0.913	14514	282.09875612514134	2452533	0.68	2653	247	69824	None
Bare_bin.208	49.1	2.98	Gradient Boost (General Model)	11	0.917	3979	272.5130397605814	2080951	0.73	2339	585	20094	None
Bare_bin.211	85.96	1.05	Gradient Boost (General Model)	11	0.94	21988	298.6867132867133	2720351	0.71	2860	195	117555	None
Bare_bin.220	92.23	0.88	Gradient Boost (General Model)	11	0.871	50919	328.6780902859844	4786261	0.48	4231	155	178326	None
Bare_bin.223	87.64	2.59	Gradient Boost (General Model)	11	0.94	5314	292.9106681432263	2528197	0.69	2709	668	25753	None
Bare_bin.224	99.37	4.39	Neural Network (Specific Model)	11	0.828	22140	296.27271368798563	7173338	0.5	6692	508	102741	None
Bare_bin.227	85.93	3.12	Gradient Boost (General Model)	11	0.874	5336	276.5985786336543	4132942	0.51	4362	967	29959	None
Bare_bin.228	99.33	0.39	Neural Network (Specific Model)	11	0.913	90251	311.32172058300745	2870895	0.61	2813	45	334178	None
Bare_bin.24	85.06	7.45	Gradient Boost (General Model)	11	0.934	16092	304.4541439334892	3754726	0.75	3849	362	57701	None
Bare_bin.242	82.3	4.91	Neural Network (Specific Model)	11	0.894	13113	284.12041884816756	2909306	0.68	3056	295	79661	None
Bare_bin.245	49.0	0.69	Neural Network (Specific Model)	11	0.918	3351	239.66358500256806	1520134	0.66	1947	495	12530	None
Bare_bin.246	66.01	6.24	Gradient Boost (General Model)	11	0.87	3093	250.9147328656233	4803990	0.69	5559	1745	18456	None
Bare_bin.251	51.62	1.74	Gradient Boost (General Model)	11	0.893	2481	267.91555903049255	3447012	0.71	3837	1487	9387	None
Bare_bin.256	94.05	0.17	Neural Network (Specific Model)	11	0.909	42563	315.6728187919463	2478915	0.61	2384	93	193152	None
Bare_bin.26	69.16	4.72	Gradient Boost (General Model)	11	0.935	10748	285.2183867559	2591706	0.71	2839	323	44525	None
Bare_bin.27	79.69	2.32	Gradient Boost (General Model)	11	0.944	6995	270.9175309891222	3391813	0.74	3953	608	35373	None
Bare_bin.278	85.58	0.18	Gradient Boost (General Model)	11	0.931	7364	314.837224383917	4682957	0.66	4626	793	30523	None
Bare_bin.279	99.96	0.69	Neural Network (Specific Model)	11	0.893	127269	374.76169154228853	5055538	0.63	4020	68	409101	None
Bare_bin.280	99.11	1.94	Neural Network (Specific Model)	11	0.756	17744	223.10916874777024	2478991	0.33	2803	283	90220	None
Bare_bin.285	100.0	0.37	Neural Network (Specific Model)	11	0.811	210064	329.87668442494515	7773831	0.5	6382	96	666055	None
Bare_bin.286	54.44	1.38	Gradient Boost (General Model)	11	0.904	3441	309.5564042303173	3491112	0.72	3404	1088	16862	None
Bare_bin.288	68.81	0.16	Gradient Boost (General Model)	11	0.938	6053	279.6290277388624	3184757	0.75	3569	658	23591	None
Bare_bin.293	61.63	2.5	Gradient Boost (General Model)	11	0.895	2388	239.8476237952808	4828635	0.52	6018	2208	14232	None
Bare_bin.303	89.93	0.38	Gradient Boost (General Model)	11	0.942	23515	304.0043992301347	3505809	0.74	3637	203	68274	None
Bare_bin.306	99.82	0.17	Neural Network (Specific Model)	11	0.914	59911	334.592633619496	3961220	0.38	3611	114	281302	None
Bare_bin.329	92.54	0.59	Neural Network (Specific Model)	11	0.925	12297	236.7560975609756	1475502	0.43	1927	186	41538	None
Bare_bin.331	47.24	1.98	Gradient Boost (General Model)	11	0.87	4194	276.9108015640274	3903193	0.67	4092	988	18030	None
Bare_bin.339	45.13	3.02	Gradient Boost (General Model)	11	0.882	1837	230.087728067983	3126033	0.59	4001	1761	7817	None
Bare_bin.343	84.12	7.91	Gradient Boost (General Model)	11	0.95	5986	274.5388672322862	3768164	0.74	4361	781	32994	None
Bare_bin.344	49.07	0.39	Gradient Boost (General Model)	11	0.934	3259	256.24240750966317	1485673	0.68	1811	481	10449	None
Bare_bin.345	86.58	5.51	Gradient Boost (General Model)	11	0.886	8449	305.92697801316	6442630	0.71	6231	950	66412	None
Bare_bin.350	75.86	4.46	Neural Network (Specific Model)	11	0.872	8951	262.13624873609706	3561172	0.67	3956	543	43753	None
Bare_bin.357	90.77	3.58	Gradient Boost (General Model)	11	0.905	8349	302.11774866849	6943316	0.58	6947	1103	44822	None
Bare_bin.358	85.26	2.78	Gradient Boost (General Model)	11	0.88	7974	318.56567456781323	6084111	0.66	5611	1028	42202	None
Bare_bin.359	85.08	0.0	Neural Network (Specific Model)	11	0.941	15390	305.2096774193548	3551965	0.72	3658	301	64621	None
Bare_bin.362	77.85	3.49	Gradient Boost (General Model)	11	0.856	4632	263.804011700794	4416631	0.73	4786	1130	19692	None
Bare_bin.367	80.27	2.91	Gradient Boost (General Model)	11	0.925	8678	285.73025118310886	5077821	0.76	5494	782	74386	None
Bare_bin.37	94.0	5.16	Gradient Boost (General Model)	11	0.852	21051	313.78155123832124	7444287	0.69	6743	597	94023	None
Bare_bin.385	100.0	2.16	Neural Network (Specific Model)	11	0.837	92927	318.6748709328851	9496803	0.41	8329	184	242155	None
Bare_bin.396	81.63	2.44	Neural Network (Specific Model)	11	0.792	3530	244.6020342474572	7184589	0.47	7767	2398	18294	None
Bare_bin.401	80.08	1.6	Gradient Boost (General Model)	11	0.918	4735	260.68515169780994	4228799	0.76	4977	1065	22533	None
Bare_bin.405	58.19	0.86	Gradient Boost (General Model)	11	0.909	3291	258.1896822900283	2703705	0.73	3179	869	10281	None
Bare_bin.406	79.65	2.2	Gradient Boost (General Model)	11	0.899	4850	281.2148545706371	5413476	0.53	5776	1414	21134	None
Bare_bin.407	91.84	1.63	Gradient Boost (General Model)	11	0.942	18258	306.56439393939394	2315172	0.71	2376	230	100494	None
Bare_bin.408	90.57	4.63	Gradient Boost (General Model)	11	0.872	8435	280.1976101301944	5398929	0.71	5607	889	39888	None
Bare_bin.409	80.26	1.77	Neural Network (Specific Model)	11	0.899	7381	296.6671105193076	1482181	0.47	1502	249	37440	None
Bare_bin.411	99.49	13.41	Gradient Boost (General Model)	11	0.867	31459	324.4090338770389	9819833	0.59	8767	705	186845	None
