Final_name,FeatureID,Annotation_Confidence,Final_formula,KEGG_id,KEGG_name,KEGG_formula,KEGG_pathway
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Terpenoid backbone biosynthesis
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Biosynthesis of various other secondary metabolites
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Biosynthesis of various antibiotics
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Biosynthesis of plant secondary metabolites
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Biosynthesis of phenylpropanoids
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Biosynthesis of terpenoids and steroids
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Biosynthesis of alkaloids derived from shikimate pathway
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid"
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Biosynthesis of alkaloids derived from histidine and purine
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Biosynthesis of alkaloids derived from terpenoid and polyketide
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Biosynthesis of plant hormones
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Metabolic pathways
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Biosynthesis of secondary metabolites
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Microbial metabolism in diverse environments
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Carbon metabolism
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,2-Oxocarboxylic acid metabolism
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Degradation of aromatic compounds
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Biosynthesis of amino acids
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Biosynthesis of cofactors
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Vancomycin resistance
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Two-component system
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Phosphotransferase system (PTS)
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,HIF-1 signaling pathway
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,AMPK signaling pathway
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Insulin secretion
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Glucagon signaling pathway
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Type II diabetes mellitus
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Insulin resistance
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Central carbon metabolism in cancer
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Diabetic cardiomyopathy
Sesamose,14.534_666.2217_HILIC,L3,C24H42O21,cpd:C08248,Sesamose;alpha-D-Galactosyl-(1-6)-alpha-D-galactosyl-(1-6)-beta-D-fructosyl-(2-1)-alpha-D-glucoside,C24H42O21,NA
Sesamose,14.742_666.2217_HILIC,L3,C24H42O21,cpd:C08248,Sesamose;alpha-D-Galactosyl-(1-6)-alpha-D-galactosyl-(1-6)-beta-D-fructosyl-(2-1)-alpha-D-glucoside,C24H42O21,NA
Sesamose,15.125_666.22175_HILIC,L3,C24H42O21,cpd:C08248,Sesamose;alpha-D-Galactosyl-(1-6)-alpha-D-galactosyl-(1-6)-beta-D-fructosyl-(2-1)-alpha-D-glucoside,C24H42O21,NA
Suberic acid,1.574_174.08916_HILIC,L1,C8H14O4,cpd:C08278,"Suberic acid;Cork acid;1,8-Octanedioic acid;Octanedioic acid;1,6-Hexanedicarboxylic acid",C8H14O4,NA
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Glycolysis / Gluconeogenesis
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Citrate cycle (TCA cycle)
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,"Alanine, aspartate and glutamate metabolism"
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Benzoate degradation
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,D-Amino acid metabolism
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Pyruvate metabolism
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Glyoxylate and dicarboxylate metabolism
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Propanoate metabolism
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Methane metabolism
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Carbon fixation by Calvin cycle
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Other carbon fixation pathways
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Degradation of flavonoids
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Biosynthesis of various other secondary metabolites
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Biosynthesis of various antibiotics
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Biosynthesis of various plant secondary metabolites
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Biosynthesis of plant secondary metabolites
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Biosynthesis of phenylpropanoids
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Biosynthesis of terpenoids and steroids
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Biosynthesis of alkaloids derived from shikimate pathway
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid"
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Biosynthesis of alkaloids derived from histidine and purine
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Biosynthesis of alkaloids derived from terpenoid and polyketide
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Biosynthesis of plant hormones
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Metabolic pathways
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Biosynthesis of secondary metabolites
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Microbial metabolism in diverse environments
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Carbon metabolism
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,2-Oxocarboxylic acid metabolism
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Biosynthesis of amino acids
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Biosynthesis of cofactors
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Two-component system
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Glucagon signaling pathway
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Proximal tubule bicarbonate reclamation
Succinic acid,3.521_118.02665_HILIC,L1,C4H6O4,cpd:C00036,Oxaloacetate;Oxalacetic acid;Oxaloacetic acid;2-Oxobutanedioic acid;2-Oxosuccinic acid;keto-Oxaloacetate,C4H4O5,Central carbon metabolism in cancer
Sucrose,11.209_342.11641_HILIC,L1,C12H22O11,cpd:C00089,Sucrose;Cane sugar;Saccharose;1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside,C12H22O11,Galactose metabolism
Sucrose,11.209_342.11641_HILIC,L1,C12H22O11,cpd:C00089,Sucrose;Cane sugar;Saccharose;1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside,C12H22O11,Starch and sucrose metabolism
Sucrose,11.209_342.11641_HILIC,L1,C12H22O11,cpd:C00089,Sucrose;Cane sugar;Saccharose;1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside,C12H22O11,Metabolic pathways
Sucrose,11.209_342.11641_HILIC,L1,C12H22O11,cpd:C00089,Sucrose;Cane sugar;Saccharose;1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside,C12H22O11,Biosynthesis of secondary metabolites
Sucrose,11.209_342.11641_HILIC,L1,C12H22O11,cpd:C00089,Sucrose;Cane sugar;Saccharose;1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside,C12H22O11,ABC transporters
Sucrose,11.209_342.11641_HILIC,L1,C12H22O11,cpd:C00089,Sucrose;Cane sugar;Saccharose;1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside,C12H22O11,Phosphotransferase system (PTS)
Sucrose,11.209_342.11641_HILIC,L1,C12H22O11,cpd:C00089,Sucrose;Cane sugar;Saccharose;1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside,C12H22O11,Taste transduction
Sucrose,11.209_342.11641_HILIC,L1,C12H22O11,cpd:C00089,Sucrose;Cane sugar;Saccharose;1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside,C12H22O11,Carbohydrate digestion and absorption
Tetradecanedioic acid,1.301_258.18322_HILIC,L2,C14H26O4,NA,NA,NA,NA
Traumatate,1.281_228.13618_HILIC,L3,C12H20O4,NA,NA,NA,NA
Traumatate,1.342_228.13612_HILIC,L3,C12H20O4,NA,NA,NA,NA
Tridecanedioic acid,1.269_244.16746_HILIC,L1,C13H24O4,NA,NA,NA,NA
Uracil,2.292_112.02729_HILIC,L1,C4H4N2O2,cpd:C00106,Uracil,C4H4N2O2,Pyrimidine metabolism
Uracil,2.292_112.02729_HILIC,L1,C4H4N2O2,cpd:C00106,Uracil,C4H4N2O2,beta-Alanine metabolism
Uracil,2.292_112.02729_HILIC,L1,C4H4N2O2,cpd:C00106,Uracil,C4H4N2O2,Pantothenate and CoA biosynthesis
Uracil,2.292_112.02729_HILIC,L1,C4H4N2O2,cpd:C00106,Uracil,C4H4N2O2,Metabolic pathways
Uracil,2.292_112.02729_HILIC,L1,C4H4N2O2,cpd:C00106,Uracil,C4H4N2O2,Nucleotide metabolism
Uridine,4.005_244.06952_HILIC,L1,C9H12N2O6,cpd:C00015,UDP;Uridine 5'-diphosphate,C9H14N2O12P2,Pyrimidine metabolism
Uridine,4.005_244.06952_HILIC,L1,C9H12N2O6,cpd:C00015,UDP;Uridine 5'-diphosphate,C9H14N2O12P2,Zeatin biosynthesis
Uridine,4.005_244.06952_HILIC,L1,C9H12N2O6,cpd:C00015,UDP;Uridine 5'-diphosphate,C9H14N2O12P2,Metabolic pathways
Uridine,4.005_244.06952_HILIC,L1,C9H12N2O6,cpd:C00015,UDP;Uridine 5'-diphosphate,C9H14N2O12P2,Nucleotide metabolism
Uridine,4.005_244.06952_HILIC,L1,C9H12N2O6,cpd:C00015,UDP;Uridine 5'-diphosphate,C9H14N2O12P2,Biosynthesis of cofactors
Uridine,4.005_244.06952_HILIC,L1,C9H12N2O6,cpd:C00015,UDP;Uridine 5'-diphosphate,C9H14N2O12P2,Neuroactive ligand-receptor interaction
Valylleucine,7.344_230.16305_HILIC,L3,C11H22N2O3,NA,NA,NA,NA
Xanthine,4.684_152.03345_HILIC,L1,C5H4N4O2,cpd:C00262,Hypoxanthine;Purine-6-ol,C5H4N4O,Purine metabolism
Xanthine,4.684_152.03345_HILIC,L1,C5H4N4O2,cpd:C00262,Hypoxanthine;Purine-6-ol,C5H4N4O,Metabolic pathways
Xanthine,4.684_152.03345_HILIC,L1,C5H4N4O2,cpd:C00262,Hypoxanthine;Purine-6-ol,C5H4N4O,Nucleotide metabolism
α-D-Lactose,12.016_342.1165_HILIC,L1,C12H22O11,NA,NA,NA,NA
α-D-Lactose,12.016_388.12205_HILIC,L1,C12H22O11,NA,NA,NA,NA
α-D-Lactose,12.651_388.12208_HILIC,L1,C12H22O11,NA,NA,NA,NA
NA,1.381_172.10986_HILIC,L3,C9H16O3,NA,NA,NA,NA
NA,1.098_99.95633_HILIC,Unknown,NA,NA,NA,NA,NA
NA,1.106_196.14628_HILIC,L3,C12H20O2,NA,NA,NA,NA
NA,1.109_195.08958_HILIC,L3,C10H13NO3,NA,NA,NA,NA
NA,1.109_240.13615_HILIC,L3,M,NA,NA,NA,NA
NA,1.113_474.29006_HILIC,L3,M,NA,NA,NA,NA
NA,1.399_278.19164_HILIC,L3,C14H30O3S,NA,NA,NA,NA
NA,1.121_420.16075_HILIC,L3,M,NA,NA,NA,NA
NA,11.204_399.03421_HILIC,L3,C11H10N7O8P,NA,NA,NA,NA
NA,11.207_456.10943_HILIC,Unknown,NA,NA,NA,NA,NA
NA,1.412_396.21278_HILIC,L3,C17H28N6O5,NA,NA,NA,NA
NA,1.419_428.15062_HILIC,L3,C24H20N4O4,NA,NA,NA,NA
NA,1.129_394.14506_HILIC,L3,M,NA,NA,NA,NA
NA,1.132_296.23519_HILIC,L3,M,NA,NA,NA,NA
NA,1.132_396.1609_HILIC,L3,M,NA,NA,NA,NA
NA,11.21_442.04181_HILIC,Unknown,NA,NA,NA,NA,NA
NA,1.451_314.24606_HILIC,L3,M,NA,NA,NA,NA
NA,11.214_410.10395_HILIC,Unknown,NA,NA,NA,NA,NA
NA,1.149_336.23035_HILIC,L3,C20H32O4,NA,NA,NA,NA
NA,4.004_307.06537_HILIC,Unknown,NA,NA,NA,NA,NA
NA,1.158_380.21784_HILIC,L3,C18H37O4PS,NA,NA,NA,NA
NA,1.159_324.19388_HILIC,L3,C18H28O5,NA,NA,NA,NA
NA,11.502_246.12161_HILIC,L3,C10H18N2O5,NA,NA,NA,NA
NA,1.163_412.15575_HILIC,L3,M,NA,NA,NA,NA
NA,1.459_246.08676_HILIC,L3,M,NA,NA,NA,NA
NA,11.682_394.005_HILIC,L3,C14H18O5S4,NA,NA,NA,NA
NA,1.167_378.20222_HILIC,L3,M,NA,NA,NA,NA
NA,1.463_356.25659_HILIC,L3,M,NA,NA,NA,NA
NA,1.465_316.22515_HILIC,L3,C17H32O5,NA,NA,NA,NA
NA,11.685_338.08529_HILIC,L3,C12H18O11,NA,NA,NA,NA
NA,1.171_410.13999_HILIC,L3,M,NA,NA,NA,NA
NA,1.173_370.19939_HILIC,L3,C19H30O7,NA,NA,NA,NA
NA,1.51_196.03725_HILIC,L3,C9H8O5,NA,NA,NA,NA
NA,1.177_266.18835_HILIC,L3,C16H26O3,NA,NA,NA,NA
NA,11.688_438.01041_HILIC,L3,C11H14N6O7S3,NA,NA,NA,NA
NA,1.184_298.21453_HILIC,L3,C17H30O4,NA,NA,NA,NA
NA,1.527_356.18375_HILIC,L3,M,NA,NA,NA,NA
NA,1.537_274.17806_HILIC,L3,C14H26O5,NA,NA,NA,NA
NA,1.19_296.19889_HILIC,L3,C17H28O4,NA,NA,NA,NA
NA,1.548_342.20433_HILIC,L3,C18H30O6,NA,NA,NA,NA
NA,1.194_210.16181_HILIC,L3,C13H22O2,NA,NA,NA,NA
NA,1.194_254.15181_HILIC,L3,C14H22O4,NA,NA,NA,NA
NA,1.569_349.89294_HILIC,Unknown,NA,NA,NA,NA,NA
NA,1.2_354.24089_HILIC,L3,M,NA,NA,NA,NA
NA,1.57_249.96763_HILIC,Unknown,NA,NA,NA,NA,NA
NA,1.209_300.23019_HILIC,L3,C17H32O4,NA,NA,NA,NA
NA,1.211_394.19729_HILIC,L3,M,NA,NA,NA,NA
NA,1.215_426.13504_HILIC,L3,M,NA,NA,NA,NA
NA,1.217_198.12576_HILIC,L3,M,NA,NA,NA,NA
NA,1.574_444.14552_HILIC,L3,C24H20N4O5,NA,NA,NA,NA
NA,1.578_256.13112_HILIC,L3,M,NA,NA,NA,NA
NA,1.578_281.90566_HILIC,Unknown,NA,NA,NA,NA,NA
NA,12.041_203.93617_HILIC,Unknown,NA,NA,NA,NA,NA
NA,1.225_284.1989_HILIC,L3,C16H28O4,NA,NA,NA,NA
NA,12.053_489.16969_HILIC,L3,M,NA,NA,NA,NA
NA,1.232_289.07406_HILIC,L3,C10H15N3O5S,NA,NA,NA,NA
NA,16.741_518.1486_HILIC,L3,M,NA,NA,NA,NA
NA,1.598_204.13579_HILIC,L3,M,NA,NA,NA,NA
NA,1.6_288.19386_HILIC,L3,C15H28O5,NA,NA,NA,NA
NA,1.603_230.11532_HILIC,L3,C11H18O5,NA,NA,NA,NA
NA,1.243_396.21295_HILIC,L3,C18H32N6S2,NA,NA,NA,NA
NA,1.244_428.15065_HILIC,L3,M,NA,NA,NA,NA
NA,1.252_344.22008_HILIC,L3,C18H32O6,NA,NA,NA,NA
NA,1.253_172.10987_HILIC,L3,C9H16O3,NA,NA,NA,NA
NA,1.253_340.20731_HILIC,L3,M,NA,NA,NA,NA
NA,1.256_316.2252_HILIC,L3,C17H32O5,NA,NA,NA,NA
NA,1.258_482.1711_HILIC,L3,C25H27ClN4O4,NA,NA,NA,NA
NA,1.258_492.19992_HILIC,L3,C25H32O10,NA,NA,NA,NA
NA,12.262_445.03958_HILIC,L3,C20H16NO7PS,NA,NA,NA,NA
NA,12.263_442.0419_HILIC,Unknown,NA,NA,NA,NA,NA
NA,12.263_456.10947_HILIC,Unknown,NA,NA,NA,NA,NA
NA,1.676_444.14556_HILIC,L3,M,NA,NA,NA,NA
NA,1.269_326.19191_HILIC,L3,C18H30O3S,NA,NA,NA,NA
NA,1.271_312.19392_HILIC,L3,C17H28O5,NA,NA,NA,NA
NA,12.651_405.11216_HILIC,L3,C12H23NO14,NA,NA,NA,NA
NA,1.274_238.15679_HILIC,L3,C14H22O3,NA,NA,NA,NA
NA,1.279_270.21967_HILIC,L3,C16H30O3,NA,NA,NA,NA
NA,1.681_344.21997_HILIC,L3,C18H32O6,NA,NA,NA,NA
NA,1.684_384.21517_HILIC,L3,C20H32O7,NA,NA,NA,NA
NA,1.685_400.21014_HILIC,L3,C20H32O8,NA,NA,NA,NA
NA,2.315_305.08611_HILIC,Unknown,NA,NA,NA,NA,NA
NA,1.292_242.15174_HILIC,L3,C13H22O4,NA,NA,NA,NA
NA,1.686_460.17365_HILIC,L3,M,NA,NA,NA,NA
NA,1.687_204.13576_HILIC,L3,C10H20O4,NA,NA,NA,NA
NA,1.301_208.14617_HILIC,L3,C13H20O2,NA,NA,NA,NA
NA,1.688_256.13114_HILIC,L3,C13H20O5,NA,NA,NA,NA
NA,12.975_479.14894_HILIC,L3,C15H29NO16,NA,NA,NA,NA
NA,1.689_272.16243_HILIC,L3,C14H24O5,NA,NA,NA,NA
NA,1.315_324.19389_HILIC,L3,M,NA,NA,NA,NA
